Data;ID sklepu;Miasto;Kategoria;SKU;Czas trwania (h);Szac. utrata sprzedaży (PLN);Powód
2024-07-03;PLN-127;Tarnów;Sucha żywność / kasze;Łosoś świeży 200g;5.4;10;Opóźniona dostawa
2024-07-03;PLN-118;Gniezno;Lody i desery;Kefir 400g;7.7;30;Niedoszacowana prognoza popytu
2024-07-03;PLN-031;Kraków;Warzywa i owoce;Kurczak filet 1kg;0.7;48;Niedoszacowana prognoza popytu
2024-07-03;PLN-063;Poznań;Mrożonki;Łosoś świeży 200g;2.1;30;Niedoszacowana prognoza popytu
2024-07-03;PLN-025;Kraków;Napoje bezalkoholowe;Masło 200g;1.9;94;Awaria dostawcy
2024-07-04;PLN-012;Warszawa;Warzywa i owoce;Pieczywo razowe 400g;5.1;439;Opóźniona dostawa
2024-07-04;PLN-004;Warszawa;Słodycze i przekąski;Sok pomarańcz. 1L;4.7;55;Awaria dostawcy
2024-07-04;PLN-102;Katowice;Lody i desery;Kefir 400g;1.7;132;Niedoszacowana prognoza popytu
2024-07-04;PLN-055;Poznań;Warzywa i owoce;Banany 1kg;1.5;70;Błąd kierownika sklepu
2024-07-04;PLN-079;Łódź;Pieczywo;Pomidory 1kg;4.2;160;Niedoszacowana prognoza popytu
2024-07-04;PLN-100;Katowice;Słodycze i przekąski;Łosoś świeży 200g;6.9;442;Burst popytowy (event/pogoda)
2024-07-05;PLN-109;Opole;Piwo i alkohol;Pomidory 1kg;7.670000000000001;182;Niedoszacowana prognoza popytu
2024-07-05;PLN-054;Wrocław;Warzywa i owoce;Sok pomarańcz. 1L;0.39;12;Opóźniona dostawa
2024-07-05;PLN-039;Kraków;Nabiał i jaja;Polędwica wołowa;1.3;20;Niedoszacowana prognoza popytu
2024-07-05;PLN-065;Poznań;Warzywa i owoce;Truskawki 500g;8.71;336;Awaria dostawcy
2024-07-05;PLN-111;Kalisz;Nabiał i jaja;Truskawki 500g;4.55;372;Niedoszacowana prognoza popytu
2024-07-05;PLN-070;Poznań;Mięso i wędliny;Masło 200g;4.42;711;Niedoszacowana prognoza popytu
2024-07-05;PLN-139;Radom;Sucha żywność / kasze;Twaróg 250g;6.89;241;Niedoszacowana prognoza popytu
2024-07-06;PLN-030;Kraków;Słodycze i przekąski;Bagietka;6.63;635;Niedoszacowana prognoza popytu
2024-07-06;PLN-082;Łódź;Nabiał i jaja;Bagietka;0.52;45;Niedoszacowana prognoza popytu
2024-07-06;PLN-132;Legnica;Mięso i wędliny;Pomidory 1kg;3.25;93;Niedoszacowana prognoza popytu
2024-07-06;PLN-111;Kalisz;Chemia i higiena;Kefir 400g;8.450000000000001;288;Opóźniona dostawa
2024-07-06;PLN-037;Kraków;Mrożonki;Sok pomarańcz. 1L;1.43;35;Niedoszacowana prognoza popytu
2024-07-06;PLN-094;Bydgoszcz;Sucha żywność / kasze;Jabłka 1kg;1.43;9;Niedoszacowana prognoza popytu
2024-07-06;PLN-016;Warszawa;Piwo i alkohol;Jabłka 1kg;1.04;115;Awaria dostawcy
2024-07-06;PLN-085;Gdańsk;Nabiał i jaja;Twaróg 250g;1.69;4;Niedoszacowana prognoza popytu
2024-07-06;PLN-054;Wrocław;Napoje bezalkoholowe;Łosoś świeży 200g;3.25;130;Opóźniona dostawa
2024-07-08;PLN-103;Toruń;Lody i desery;Pomidory 1kg;0.8;3;Niedoszacowana prognoza popytu
2024-07-08;PLN-109;Opole;Słodycze i przekąski;Wieprzowina karkówka 1kg;1.5;222;Opóźniona dostawa
2024-07-08;PLN-008;Warszawa;Chemia i higiena;Sok pomarańcz. 1L;1.0;109;Niedoszacowana prognoza popytu
2024-07-08;PLN-086;Gdańsk;Mrożonki;Twaróg 250g;0.7;7;Błąd kierownika sklepu
2024-07-09;PLN-138;Radom;Piwo i alkohol;Banany 1kg;3.9;87;Opóźniona dostawa
2024-07-09;PLN-136;Jelenia Góra;Karma i akcesoria zwierzęce;Polędwica wołowa;5.0;241;Niedoszacowana prognoza popytu
2024-07-09;PLN-134;Wałbrzych;Napoje bezalkoholowe;Banany 1kg;5.4;112;Niedoszacowana prognoza popytu
2024-07-09;PLN-125;Tarnów;Mięso i wędliny;Łosoś świeży 200g;8.5;426;Burst popytowy (event/pogoda)
2024-07-09;PLN-134;Wałbrzych;Non-food / dom;Pomidory 1kg;4.0;319;Opóźniona dostawa
2024-07-10;PLN-037;Kraków;Warzywa i owoce;Kurczak filet 1kg;13.7;292;Niedoszacowana prognoza popytu
2024-07-10;PLN-091;Lublin;Słodycze i przekąski;Twaróg 250g;15.6;567;Błąd kierownika sklepu
2024-07-10;PLN-009;Warszawa;Sucha żywność / kasze;Kefir 400g;1.8;22;Opóźniona dostawa
2024-07-10;PLN-128;Nowy Sącz;Karma i akcesoria zwierzęce;Kurczak filet 1kg;0.3;3;Niedoszacowana prognoza popytu
2024-07-10;PLN-006;Warszawa;Mięso i wędliny;Banany 1kg;3.8;61;Opóźniona dostawa
2024-07-10;PLN-137;Jelenia Góra;Lody i desery;Pieczywo razowe 400g;9.1;311;Awaria dostawcy
2024-07-10;PLN-084;Gdańsk;Karma i akcesoria zwierzęce;Kefir 400g;3.0;133;Opóźniona dostawa
2024-07-10;PLN-023;Warszawa;Ryby i mrożonki;Wieprzowina karkówka 1kg;2.6;26;Niedoszacowana prognoza popytu
2024-07-10;PLN-013;Warszawa;Non-food / dom;Kefir 400g;3.7;163;Burst popytowy (event/pogoda)
2024-07-10;PLN-028;Kraków;Słodycze i przekąski;Pieczywo razowe 400g;2.8;39;Niedoszacowana prognoza popytu
2024-07-11;PLN-060;Poznań;Mięso i wędliny;Jabłka 1kg;5.6;106;Awaria dostawcy
2024-07-11;PLN-057;Poznań;Sucha żywność / kasze;Banany 1kg;0.3;27;Opóźniona dostawa
2024-07-12;PLN-076;Łódź;Warzywa i owoce;Łosoś świeży 200g;5.33;143;Opóźniona dostawa
2024-07-12;PLN-033;Kraków;Piwo i alkohol;Mleko UHT 3.2% 1L;4.29;355;Niedoszacowana prognoza popytu
2024-07-12;PLN-098;Szczecin;Mięso i wędliny;Kurczak filet 1kg;2.6;208;Niedoszacowana prognoza popytu
2024-07-12;PLN-058;Poznań;Dziecko;Banany 1kg;33.8;2082;Niedoszacowana prognoza popytu
2024-07-13;PLN-138;Radom;Nabiał i jaja;Pomidory 1kg;5.460000000000001;333;Opóźniona dostawa
2024-07-13;PLN-007;Warszawa;Piwo i alkohol;Pieczywo razowe 400g;3.12;132;Awaria dostawcy
2024-07-13;PLN-100;Katowice;Piwo i alkohol;Bagietka;4.03;93;Awaria dostawcy
2024-07-13;PLN-091;Lublin;Piwo i alkohol;Banany 1kg;1.17;171;Opóźniona dostawa
2024-07-15;PLN-113;Kalisz;Mięso i wędliny;Sok pomarańcz. 1L;14.0;1811;Opóźniona dostawa
2024-07-15;PLN-098;Szczecin;Nabiał i jaja;Twaróg 250g;2.8;20;Niedoszacowana prognoza popytu
2024-07-15;PLN-058;Poznań;Nabiał i jaja;Kurczak filet 1kg;1.7;11;Burst popytowy (event/pogoda)
2024-07-15;PLN-060;Poznań;Warzywa i owoce;Pieczywo razowe 400g;3.8;109;Brak na centralnym magazynie
2024-07-16;PLN-122;Leszno;Słodycze i przekąski;Kurczak filet 1kg;4.4;29;Niedoszacowana prognoza popytu
2024-07-16;PLN-041;Wrocław;Non-food / dom;Pomidory 1kg;0.3;10;Opóźniona dostawa
2024-07-16;PLN-057;Poznań;Nabiał i jaja;Bagietka;6.1;154;Niedoszacowana prognoza popytu
2024-07-16;PLN-032;Kraków;Sucha żywność / kasze;Łosoś świeży 200g;0.3;1;Opóźniona dostawa
2024-07-16;PLN-002;Warszawa;Słodycze i przekąski;Kurczak filet 1kg;2.2;312;Opóźniona dostawa
2024-07-16;PLN-052;Wrocław;Lody i desery;Pomidory 1kg;3.4;561;Opóźniona dostawa
2024-07-17;PLN-112;Kalisz;Mrożonki;Sok pomarańcz. 1L;11.3;541;Opóźniona dostawa
2024-07-17;PLN-007;Warszawa;Mrożonki;Pomidory 1kg;3.8;420;Opóźniona dostawa
2024-07-17;PLN-106;Częstochowa;Mięso i wędliny;Sok pomarańcz. 1L;9.4;1044;Opóźniona dostawa
2024-07-17;PLN-083;Łódź;Mrożonki;Banany 1kg;10.6;1390;Opóźniona dostawa
2024-07-18;PLN-124;Leszno;Piwo i alkohol;Wieprzowina karkówka 1kg;0.5;18;Opóźniona dostawa
2024-07-18;PLN-121;Konin;Ryby i mrożonki;Mleko UHT 3.2% 1L;4.1;276;Błąd kierownika sklepu
2024-07-18;PLN-130;Nowy Sącz;Napoje bezalkoholowe;Truskawki 500g;0.7;71;Niedoszacowana prognoza popytu
2024-07-18;PLN-058;Poznań;Ryby i mrożonki;Bagietka;3.2;86;Brak na centralnym magazynie
2024-07-18;PLN-070;Poznań;Mięso i wędliny;Jajka L 10szt;2.4;34;Brak na centralnym magazynie
2024-07-19;PLN-009;Warszawa;Słodycze i przekąski;Wieprzowina karkówka 1kg;3.9;234;Niedoszacowana prognoza popytu
2024-07-19;PLN-115;Płock;Chemia i higiena;Pomidory 1kg;2.86;161;Burst popytowy (event/pogoda)
2024-07-19;PLN-005;Warszawa;Pieczywo;Twaróg 250g;3.38;28;Opóźniona dostawa
2024-07-19;PLN-138;Radom;Sucha żywność / kasze;Sok pomarańcz. 1L;20.02;508;Opóźniona dostawa
2024-07-19;PLN-007;Warszawa;Nabiał i jaja;Truskawki 500g;1.04;89;Opóźniona dostawa
2024-07-19;PLN-128;Nowy Sącz;Ryby i mrożonki;Banany 1kg;3.38;401;Niedoszacowana prognoza popytu
2024-07-19;PLN-069;Poznań;Pieczywo;Banany 1kg;0.52;8;Opóźniona dostawa
2024-07-19;PLN-136;Jelenia Góra;Słodycze i przekąski;Pomidory 1kg;5.720000000000001;311;Niedoszacowana prognoza popytu
2024-07-20;PLN-098;Szczecin;Nabiał i jaja;Sok pomarańcz. 1L;1.95;273;Awaria dostawcy
2024-07-20;PLN-013;Warszawa;Piwo i alkohol;Jajka L 10szt;1.69;149;Brak na centralnym magazynie
2024-07-20;PLN-128;Nowy Sącz;Napoje bezalkoholowe;Kefir 400g;7.670000000000001;172;Niedoszacowana prognoza popytu
2024-07-22;PLN-132;Legnica;Sucha żywność / kasze;Łosoś świeży 200g;2.1;21;Opóźniona dostawa
2024-07-22;PLN-078;Łódź;Warzywa i owoce;Jajka L 10szt;0.3;18;Burst popytowy (event/pogoda)
2024-07-22;PLN-027;Kraków;Pieczywo;Sok pomarańcz. 1L;5.5;44;Brak na centralnym magazynie
2024-07-22;PLN-123;Leszno;Piwo i alkohol;Pieczywo razowe 400g;5.8;67;Awaria dostawcy
2024-07-22;PLN-136;Jelenia Góra;Warzywa i owoce;Pomidory 1kg;1.1;48;Niedoszacowana prognoza popytu
2024-07-22;PLN-030;Kraków;Piwo i alkohol;Truskawki 500g;6.0;53;Niedoszacowana prognoza popytu
2024-07-22;PLN-047;Wrocław;Słodycze i przekąski;Twaróg 250g;1.3;4;Niedoszacowana prognoza popytu
2024-07-22;PLN-107;Częstochowa;Warzywa i owoce;Łosoś świeży 200g;1.9;159;Opóźniona dostawa
2024-07-23;PLN-128;Nowy Sącz;Mrożonki;Jajka L 10szt;7.6;331;Awaria dostawcy
2024-07-23;PLN-053;Wrocław;Piwo i alkohol;Bagietka;4.8;65;Opóźniona dostawa
2024-07-23;PLN-085;Gdańsk;Napoje bezalkoholowe;Wieprzowina karkówka 1kg;0.4;17;Awaria dostawcy
2024-07-23;PLN-010;Warszawa;Mięso i wędliny;Pomidory 1kg;0.5;92;Opóźniona dostawa
2024-07-23;PLN-051;Wrocław;Nabiał i jaja;Pieczywo razowe 400g;6.9;474;Burst popytowy (event/pogoda)
2024-07-23;PLN-001;Warszawa;Nabiał i jaja;Banany 1kg;5.8;257;Niedoszacowana prognoza popytu
2024-07-23;PLN-056;Poznań;Mięso i wędliny;Mleko UHT 3.2% 1L;8.0;2;Niedoszacowana prognoza popytu
2024-07-24;PLN-106;Częstochowa;Chemia i higiena;Jajka L 10szt;1.9;55;Niedoszacowana prognoza popytu
2024-07-24;PLN-030;Kraków;Mięso i wędliny;Mleko UHT 3.2% 1L;1.6;78;Awaria dostawcy
2024-07-24;PLN-047;Wrocław;Karma i akcesoria zwierzęce;Pomidory 1kg;4.9;126;Niedoszacowana prognoza popytu
2024-07-24;PLN-124;Leszno;Ryby i mrożonki;Polędwica wołowa;9.9;9;Burst popytowy (event/pogoda)
2024-07-24;PLN-118;Gniezno;Warzywa i owoce;Truskawki 500g;2.9;26;Burst popytowy (event/pogoda)
2024-07-24;PLN-015;Warszawa;Non-food / dom;Pieczywo razowe 400g;0.4;5;Błąd kierownika sklepu
2024-07-24;PLN-139;Radom;Nabiał i jaja;Mleko UHT 3.2% 1L;8.9;503;Błąd kierownika sklepu
2024-07-25;PLN-135;Wałbrzych;Warzywa i owoce;Sok pomarańcz. 1L;7.2;50;Brak na centralnym magazynie
2024-07-25;PLN-037;Kraków;Piwo i alkohol;Kefir 400g;5.2;663;Opóźniona dostawa
2024-07-25;PLN-088;Gdańsk;Mięso i wędliny;Kurczak filet 1kg;1.5;127;Niedoszacowana prognoza popytu
2024-07-26;PLN-008;Warszawa;Mrożonki;Pomidory 1kg;1.95;87;Brak na centralnym magazynie
2024-07-26;PLN-085;Gdańsk;Warzywa i owoce;Sok pomarańcz. 1L;0.52;16;Burst popytowy (event/pogoda)
2024-07-26;PLN-018;Warszawa;Lody i desery;Kurczak filet 1kg;1.04;6;Opóźniona dostawa
2024-07-26;PLN-049;Wrocław;Chemia i higiena;Jabłka 1kg;1.56;145;Błąd kierownika sklepu
2024-07-27;PLN-029;Kraków;Nabiał i jaja;Polędwica wołowa;2.73;89;Opóźniona dostawa
2024-07-27;PLN-054;Wrocław;Piwo i alkohol;Jajka L 10szt;0.39;7;Brak na centralnym magazynie
2024-07-27;PLN-002;Warszawa;Piwo i alkohol;Bagietka;18.59;362;Niedoszacowana prognoza popytu
2024-07-27;PLN-075;Łódź;Chemia i higiena;Banany 1kg;5.33;29;Brak na centralnym magazynie
2024-07-29;PLN-028;Kraków;Lody i desery;Twaróg 250g;0.4;5;Burst popytowy (event/pogoda)
2024-07-29;PLN-046;Wrocław;Mrożonki;Truskawki 500g;2.8;47;Burst popytowy (event/pogoda)
2024-07-29;PLN-066;Poznań;Chemia i higiena;Polędwica wołowa;3.3;127;Awaria dostawcy
2024-07-29;PLN-048;Wrocław;Mrożonki;Masło 200g;2.7;119;Burst popytowy (event/pogoda)
2024-07-29;PLN-124;Leszno;Non-food / dom;Pieczywo razowe 400g;5.7;330;Niedoszacowana prognoza popytu
2024-07-30;PLN-028;Kraków;Napoje bezalkoholowe;Pomidory 1kg;3.3;194;Opóźniona dostawa
2024-07-30;PLN-009;Warszawa;Nabiał i jaja;Kefir 400g;0.3;11;Opóźniona dostawa
2024-07-30;PLN-051;Wrocław;Słodycze i przekąski;Bagietka;3.3;58;Opóźniona dostawa
2024-07-30;PLN-072;Poznań;Piwo i alkohol;Sok pomarańcz. 1L;2.5;216;Opóźniona dostawa
2024-07-31;PLN-053;Wrocław;Nabiał i jaja;Polędwica wołowa;0.5;33;Awaria dostawcy
2024-07-31;PLN-050;Wrocław;Ryby i mrożonki;Łosoś świeży 200g;3.8;38;Burst popytowy (event/pogoda)
2024-07-31;PLN-022;Warszawa;Sucha żywność / kasze;Jabłka 1kg;1.6;55;Opóźniona dostawa
2024-07-31;PLN-057;Poznań;Chemia i higiena;Truskawki 500g;3.7;391;Burst popytowy (event/pogoda)
2024-07-31;PLN-004;Warszawa;Sucha żywność / kasze;Jajka L 10szt;0.7;11;Awaria dostawcy
2024-07-31;PLN-009;Warszawa;Ryby i mrożonki;Jajka L 10szt;0.3;0;Awaria dostawcy
2024-08-01;PLN-030;Kraków;Lody i desery;Sok pomarańcz. 1L;3.0;30;Burst popytowy (event/pogoda)
2024-08-01;PLN-103;Toruń;Ryby i mrożonki;Bagietka;10.5;31;Błąd kierownika sklepu
2024-08-01;PLN-023;Warszawa;Lody i desery;Kurczak filet 1kg;1.0;165;Niedoszacowana prognoza popytu
2024-08-01;PLN-134;Wałbrzych;Warzywa i owoce;Jabłka 1kg;6.2;566;Opóźniona dostawa
2024-08-01;PLN-038;Kraków;Mięso i wędliny;Polędwica wołowa;2.1;73;Błąd kierownika sklepu
2024-08-02;PLN-071;Poznań;Piwo i alkohol;Twaróg 250g;8.84;365;Niedoszacowana prognoza popytu
2024-08-02;PLN-060;Poznań;Piwo i alkohol;Pieczywo razowe 400g;3.9;29;Niedoszacowana prognoza popytu
2024-08-02;PLN-104;Toruń;Ryby i mrożonki;Pomidory 1kg;8.19;138;Błąd kierownika sklepu
2024-08-03;PLN-026;Kraków;Chemia i higiena;Polędwica wołowa;2.47;64;Burst popytowy (event/pogoda)
2024-08-03;PLN-096;Bydgoszcz;Mięso i wędliny;Sok pomarańcz. 1L;0.39;29;Opóźniona dostawa
2024-08-03;PLN-129;Nowy Sącz;Mięso i wędliny;Truskawki 500g;5.07;157;Niedoszacowana prognoza popytu
2024-08-03;PLN-124;Leszno;Napoje bezalkoholowe;Masło 200g;8.84;651;Niedoszacowana prognoza popytu
2024-08-03;PLN-085;Gdańsk;Warzywa i owoce;Polędwica wołowa;3.38;120;Błąd kierownika sklepu
2024-08-03;PLN-078;Łódź;Piwo i alkohol;Kefir 400g;0.39;12;Niedoszacowana prognoza popytu
2024-08-03;PLN-128;Nowy Sącz;Nabiał i jaja;Polędwica wołowa;3.51;103;Niedoszacowana prognoza popytu
2024-08-03;PLN-116;Płock;Non-food / dom;Jajka L 10szt;0.9099999999999999;84;Niedoszacowana prognoza popytu
2024-08-05;PLN-037;Kraków;Chemia i higiena;Kurczak filet 1kg;2.1;59;Niedoszacowana prognoza popytu
2024-08-05;PLN-022;Warszawa;Słodycze i przekąski;Pomidory 1kg;6.2;265;Burst popytowy (event/pogoda)
2024-08-05;PLN-036;Kraków;Warzywa i owoce;Bagietka;2.6;53;Niedoszacowana prognoza popytu
2024-08-05;PLN-054;Wrocław;Piwo i alkohol;Twaróg 250g;4.8;22;Opóźniona dostawa
2024-08-06;PLN-007;Warszawa;Lody i desery;Polędwica wołowa;0.3;4;Niedoszacowana prognoza popytu
2024-08-06;PLN-024;Warszawa;Warzywa i owoce;Polędwica wołowa;1.2;78;Niedoszacowana prognoza popytu
2024-08-06;PLN-056;Poznań;Nabiał i jaja;Jajka L 10szt;1.6;30;Opóźniona dostawa
2024-08-06;PLN-116;Płock;Napoje bezalkoholowe;Mleko UHT 3.2% 1L;0.6;5;Niedoszacowana prognoza popytu
2024-08-06;PLN-120;Konin;Nabiał i jaja;Wieprzowina karkówka 1kg;0.6;35;Niedoszacowana prognoza popytu
2024-08-07;PLN-104;Toruń;Napoje bezalkoholowe;Kurczak filet 1kg;0.3;12;Opóźniona dostawa
2024-08-07;PLN-011;Warszawa;Słodycze i przekąski;Pomidory 1kg;4.7;92;Opóźniona dostawa
2024-08-07;PLN-003;Warszawa;Słodycze i przekąski;Mleko UHT 3.2% 1L;2.0;35;Niedoszacowana prognoza popytu
2024-08-07;PLN-035;Kraków;Mięso i wędliny;Truskawki 500g;0.7;35;Opóźniona dostawa
2024-08-08;PLN-130;Nowy Sącz;Nabiał i jaja;Pomidory 1kg;3.3;18;Brak na centralnym magazynie
2024-08-08;PLN-117;Płock;Sucha żywność / kasze;Wieprzowina karkówka 1kg;0.8;31;Błąd kierownika sklepu
2024-08-08;PLN-092;Lublin;Napoje bezalkoholowe;Bagietka;1.2;64;Niedoszacowana prognoza popytu
2024-08-08;PLN-084;Gdańsk;Mięso i wędliny;Mleko UHT 3.2% 1L;11.1;111;Brak na centralnym magazynie
2024-08-08;PLN-090;Lublin;Mięso i wędliny;Bagietka;6.7;194;Awaria dostawcy
2024-08-08;PLN-064;Poznań;Warzywa i owoce;Masło 200g;0.3;1;Niedoszacowana prognoza popytu
2024-08-08;PLN-028;Kraków;Mięso i wędliny;Kefir 400g;8.2;82;Opóźniona dostawa
2024-08-09;PLN-121;Konin;Non-food / dom;Sok pomarańcz. 1L;2.99;2;Opóźniona dostawa
2024-08-09;PLN-083;Łódź;Piwo i alkohol;Polędwica wołowa;5.850000000000001;89;Niedoszacowana prognoza popytu
2024-08-09;PLN-050;Wrocław;Non-food / dom;Truskawki 500g;5.460000000000001;524;Opóźniona dostawa
2024-08-09;PLN-080;Łódź;Pieczywo;Wieprzowina karkówka 1kg;7.41;67;Burst popytowy (event/pogoda)
2024-08-09;PLN-064;Poznań;Słodycze i przekąski;Masło 200g;0.52;38;Niedoszacowana prognoza popytu
2024-08-09;PLN-046;Wrocław;Chemia i higiena;Pieczywo razowe 400g;1.43;5;Opóźniona dostawa
2024-08-10;PLN-043;Wrocław;Lody i desery;Jajka L 10szt;0.39;5;Niedoszacowana prognoza popytu
2024-08-10;PLN-068;Poznań;Napoje bezalkoholowe;Łosoś świeży 200g;8.06;37;Opóźniona dostawa
2024-08-10;PLN-059;Poznań;Karma i akcesoria zwierzęce;Kefir 400g;14.3;109;Burst popytowy (event/pogoda)
2024-08-10;PLN-083;Łódź;Słodycze i przekąski;Sok pomarańcz. 1L;15.99;1167;Niedoszacowana prognoza popytu
2024-08-10;PLN-105;Toruń;Warzywa i owoce;Kurczak filet 1kg;4.03;75;Burst popytowy (event/pogoda)
2024-08-10;PLN-123;Leszno;Mięso i wędliny;Truskawki 500g;3.9;24;Błąd kierownika sklepu
2024-08-10;PLN-002;Warszawa;Słodycze i przekąski;Masło 200g;5.98;531;Opóźniona dostawa
2024-08-10;PLN-105;Toruń;Dziecko;Wieprzowina karkówka 1kg;7.02;632;Niedoszacowana prognoza popytu
2024-08-10;PLN-072;Poznań;Karma i akcesoria zwierzęce;Truskawki 500g;0.65;25;Brak na centralnym magazynie
2024-08-12;PLN-099;Szczecin;Non-food / dom;Wieprzowina karkówka 1kg;5.6;397;Awaria dostawcy
2024-08-12;PLN-003;Warszawa;Chemia i higiena;Pomidory 1kg;1.4;5;Brak na centralnym magazynie
2024-08-12;PLN-017;Warszawa;Napoje bezalkoholowe;Banany 1kg;4.9;538;Brak na centralnym magazynie
2024-08-12;PLN-065;Poznań;Pieczywo;Kurczak filet 1kg;2.6;229;Niedoszacowana prognoza popytu
2024-08-12;PLN-137;Jelenia Góra;Nabiał i jaja;Mleko UHT 3.2% 1L;5.2;209;Niedoszacowana prognoza popytu
2024-08-13;PLN-021;Warszawa;Sucha żywność / kasze;Bagietka;3.6;207;Błąd kierownika sklepu
2024-08-13;PLN-057;Poznań;Chemia i higiena;Pieczywo razowe 400g;2.9;170;Niedoszacowana prognoza popytu
2024-08-13;PLN-013;Warszawa;Napoje bezalkoholowe;Polędwica wołowa;8.1;140;Niedoszacowana prognoza popytu
2024-08-13;PLN-011;Warszawa;Sucha żywność / kasze;Sok pomarańcz. 1L;6.2;65;Opóźniona dostawa
2024-08-14;PLN-024;Warszawa;Mięso i wędliny;Banany 1kg;6.8;231;Niedoszacowana prognoza popytu
2024-08-14;PLN-106;Częstochowa;Słodycze i przekąski;Pomidory 1kg;0.7;9;Niedoszacowana prognoza popytu
2024-08-14;PLN-133;Legnica;Ryby i mrożonki;Kurczak filet 1kg;0.3;19;Opóźniona dostawa
2024-08-14;PLN-082;Łódź;Napoje bezalkoholowe;Kefir 400g;0.8;31;Opóźniona dostawa
2024-08-14;PLN-053;Wrocław;Słodycze i przekąski;Bagietka;1.9;95;Brak na centralnym magazynie
2024-08-14;PLN-085;Gdańsk;Nabiał i jaja;Kefir 400g;1.3;9;Niedoszacowana prognoza popytu
2024-08-14;PLN-038;Kraków;Pieczywo;Pomidory 1kg;5.0;71;Niedoszacowana prognoza popytu
2024-08-14;PLN-068;Poznań;Chemia i higiena;Kurczak filet 1kg;5.1;923;Awaria dostawcy
2024-08-14;PLN-057;Poznań;Nabiał i jaja;Kurczak filet 1kg;2.4;270;Opóźniona dostawa
2024-08-14;PLN-108;Częstochowa;Lody i desery;Truskawki 500g;3.1;110;Burst popytowy (event/pogoda)
2024-08-16;PLN-004;Warszawa;Piwo i alkohol;Kefir 400g;0.78;8;Błąd kierownika sklepu
2024-08-16;PLN-044;Wrocław;Dziecko;Twaróg 250g;3.77;102;Niedoszacowana prognoza popytu
2024-08-16;PLN-084;Gdańsk;Non-food / dom;Wieprzowina karkówka 1kg;2.34;36;Burst popytowy (event/pogoda)
2024-08-16;PLN-130;Nowy Sącz;Słodycze i przekąski;Polędwica wołowa;5.59;268;Opóźniona dostawa
2024-08-16;PLN-022;Warszawa;Sucha żywność / kasze;Sok pomarańcz. 1L;4.16;4;Niedoszacowana prognoza popytu
2024-08-16;PLN-078;Łódź;Dziecko;Banany 1kg;1.69;89;Opóźniona dostawa
2024-08-17;PLN-080;Łódź;Słodycze i przekąski;Sok pomarańcz. 1L;0.39;21;Niedoszacowana prognoza popytu
2024-08-17;PLN-102;Katowice;Nabiał i jaja;Twaróg 250g;5.59;378;Opóźniona dostawa
2024-08-17;PLN-118;Gniezno;Mrożonki;Jabłka 1kg;5.07;249;Niedoszacowana prognoza popytu
2024-08-19;PLN-086;Gdańsk;Sucha żywność / kasze;Wieprzowina karkówka 1kg;9.0;56;Opóźniona dostawa
2024-08-19;PLN-064;Poznań;Nabiał i jaja;Polędwica wołowa;4.0;58;Burst popytowy (event/pogoda)
2024-08-19;PLN-130;Nowy Sącz;Chemia i higiena;Banany 1kg;5.6;31;Burst popytowy (event/pogoda)
2024-08-19;PLN-101;Katowice;Sucha żywność / kasze;Twaróg 250g;0.3;0;Błąd kierownika sklepu
2024-08-19;PLN-059;Poznań;Napoje bezalkoholowe;Masło 200g;8.6;287;Niedoszacowana prognoza popytu
2024-08-20;PLN-112;Kalisz;Sucha żywność / kasze;Mleko UHT 3.2% 1L;2.4;392;Opóźniona dostawa
2024-08-20;PLN-025;Kraków;Chemia i higiena;Sok pomarańcz. 1L;7.9;378;Opóźniona dostawa
2024-08-20;PLN-117;Płock;Non-food / dom;Masło 200g;4.7;174;Niedoszacowana prognoza popytu
2024-08-20;PLN-126;Tarnów;Pieczywo;Masło 200g;5.3;146;Niedoszacowana prognoza popytu
2024-08-20;PLN-090;Lublin;Mięso i wędliny;Kurczak filet 1kg;0.3;41;Opóźniona dostawa
2024-08-20;PLN-127;Tarnów;Mięso i wędliny;Jabłka 1kg;2.4;174;Niedoszacowana prognoza popytu
2024-08-20;PLN-114;Kalisz;Nabiał i jaja;Twaróg 250g;0.4;4;Niedoszacowana prognoza popytu
2024-08-20;PLN-116;Płock;Nabiał i jaja;Wieprzowina karkówka 1kg;1.2;56;Burst popytowy (event/pogoda)
2024-08-21;PLN-091;Lublin;Mięso i wędliny;Bagietka;1.5;81;Brak na centralnym magazynie
2024-08-21;PLN-119;Gniezno;Mięso i wędliny;Pieczywo razowe 400g;0.3;9;Brak na centralnym magazynie
2024-08-21;PLN-105;Toruń;Słodycze i przekąski;Wieprzowina karkówka 1kg;0.4;9;Burst popytowy (event/pogoda)
2024-08-21;PLN-018;Warszawa;Lody i desery;Jabłka 1kg;0.3;21;Opóźniona dostawa
2024-08-21;PLN-096;Bydgoszcz;Ryby i mrożonki;Truskawki 500g;17.7;12;Brak na centralnym magazynie
2024-08-22;PLN-084;Gdańsk;Nabiał i jaja;Pomidory 1kg;7.1;42;Niedoszacowana prognoza popytu
2024-08-22;PLN-101;Katowice;Chemia i higiena;Pieczywo razowe 400g;0.6;17;Niedoszacowana prognoza popytu
2024-08-22;PLN-096;Bydgoszcz;Warzywa i owoce;Sok pomarańcz. 1L;4.3;46;Opóźniona dostawa
2024-08-23;PLN-030;Kraków;Karma i akcesoria zwierzęce;Twaróg 250g;3.25;5;Brak na centralnym magazynie
