Tydzień;Data początku tygodnia;SKU;Grupa;Cena PLON (PLN);Cena Biedronka (PLN);Cena Lidl (PLN);Cena Żabka (PLN);Cena Carrefour (PLN)
2024-W37;2024-09-16;Czekolada Wedel 100g;Słodycze;5.56;5.36;5.36;6.18;5.23
2024-W37;2024-09-16;Lody Magnum 4-pack;Lody;14.86;14.54;13.8;16.59;14.62
2024-W37;2024-09-16;Pampers 4 26szt;Dziecko;50.32;48.28;49.15;54.81;48.0
2024-W37;2024-09-16;Papier toaletowy 8r;Chemia;14.98;14.45;13.45;15.82;15.35
2024-W37;2024-09-16;Proszek Persil 5kg;Chemia;50.2;48.42;51.65;52.49;50.43
2024-W37;2024-09-16;Karma Whiskas 400g;Zwierzęta;5.4;5.55;4.99;5.76;5.48
2024-W37;2024-09-16;Karma Pedigree 1.2kg;Zwierzęta;11.99;11.71;11.66;13.25;12.19
2024-W38;2024-09-23;Mleko UHT 3.2% 1L;Nabiał;4.61;4.49;4.37;5.21;4.6
2024-W38;2024-09-23;Chleb wiejski 500g;Pieczywo;7.07;6.8;6.53;8.24;7.09
2024-W38;2024-09-23;Jajka L 10szt;Nabiał;9.64;9.1;9.48;10.57;9.43
2024-W38;2024-09-23;Masło ekstra 200g;Nabiał;9.33;8.86;9.17;11.03;9.53
2024-W38;2024-09-23;Banany 1kg;Owoce;5.57;5.24;5.34;6.5;5.45
2024-W38;2024-09-23;Pomidory 1kg;Warzywa;10.16;9.31;10.29;11.83;10.65
2024-W38;2024-09-23;Jabłka Ligol 1kg;Owoce;4.32;4.22;4.09;4.65;4.4
2024-W38;2024-09-23;Kurczak filet 1kg;Mięso;25.05;23.91;24.25;26.98;25.79
2024-W38;2024-09-23;Mielone wieprz. 500g;Mięso;14.79;13.86;14.48;17.12;15.08
2024-W38;2024-09-23;Karkówka 1kg;Mięso;27.73;26.9;26.25;29.89;28.73
2024-W38;2024-09-23;Coca-Cola 2L;Napoje;8.5;8.15;8.0;10.22;8.72
2024-W38;2024-09-23;Pepsi 2L;Napoje;8.16;7.78;7.88;8.46;8.54
2024-W38;2024-09-23;Woda Żywiec 1.5L;Napoje;2.52;2.4;2.34;2.67;2.54
2024-W38;2024-09-23;Piwo Tyskie 0.5L;Alkohol;4.03;3.89;3.7;4.69;4.22
2024-W38;2024-09-23;Piwo Lech 0.5L;Alkohol;3.79;3.61;3.6;4.05;3.86
2024-W38;2024-09-23;Wódka Wyborowa 0.5L;Alkohol;33.63;33.29;33.83;34.44;35.45
2024-W38;2024-09-23;Kawa Jacobs 250g;Suche;19.36;18.53;18.79;21.42;21.13
2024-W38;2024-09-23;Cukier biały 1kg;Suche;4.56;4.07;4.42;5.05;4.59
2024-W38;2024-09-23;Mąka pszenna 1kg;Suche;3.33;3.23;3.04;3.8;3.56
2024-W38;2024-09-23;Ryż biały 1kg;Suche;7.1;6.59;6.93;8.12;6.98
2024-W38;2024-09-23;Makaron Lubella 500g;Suche;4.58;4.34;4.3;5.33;4.67
2024-W38;2024-09-23;Olej rzepakowy 1L;Suche;9.13;8.53;8.43;9.56;9.09
2024-W38;2024-09-23;Płatki Nestle 250g;Suche;10.23;9.62;9.79;11.35;10.43
2024-W38;2024-09-23;Czekolada Wedel 100g;Słodycze;5.55;5.46;5.39;5.87;5.9
2024-W38;2024-09-23;Lody Magnum 4-pack;Lody;15.58;14.17;14.81;15.77;15.33
2024-W38;2024-09-23;Pampers 4 26szt;Dziecko;50.25;48.7;46.81;54.72;47.29
2024-W38;2024-09-23;Papier toaletowy 8r;Chemia;15.27;14.43;14.52;16.69;15.73
2024-W38;2024-09-23;Proszek Persil 5kg;Chemia;51.01;45.89;47.29;56.15;51.93
2024-W38;2024-09-23;Karma Whiskas 400g;Zwierzęta;5.57;5.36;5.25;6.3;5.7
2024-W38;2024-09-23;Karma Pedigree 1.2kg;Zwierzęta;12.19;11.64;11.75;13.0;12.07
2024-W39;2024-09-30;Mleko UHT 3.2% 1L;Nabiał;4.55;4.23;4.4;4.89;4.33
2024-W39;2024-09-30;Chleb wiejski 500g;Pieczywo;6.85;6.43;6.61;7.73;7.17
2024-W39;2024-09-30;Jajka L 10szt;Nabiał;9.67;9.33;9.37;10.87;10.18
2024-W39;2024-09-30;Masło ekstra 200g;Nabiał;9.19;8.54;8.68;9.48;9.4
2024-W39;2024-09-30;Banany 1kg;Owoce;5.54;5.51;5.36;6.49;5.45
2024-W39;2024-09-30;Pomidory 1kg;Warzywa;10.34;9.79;9.44;11.67;11.37
2024-W39;2024-09-30;Jabłka Ligol 1kg;Owoce;4.35;4.31;4.24;5.0;4.09
2024-W39;2024-09-30;Kurczak filet 1kg;Mięso;25.46;23.75;24.72;27.08;25.06
2024-W39;2024-09-30;Mielone wieprz. 500g;Mięso;15.37;15.2;14.05;16.86;15.28
2024-W39;2024-09-30;Karkówka 1kg;Mięso;27.28;26.24;28.02;30.31;28.6
2024-W39;2024-09-30;Coca-Cola 2L;Napoje;8.61;8.46;7.6;8.78;9.19
2024-W39;2024-09-30;Pepsi 2L;Napoje;8.25;7.79;7.93;9.33;8.26
2024-W39;2024-09-30;Woda Żywiec 1.5L;Napoje;2.49;2.31;2.39;2.65;2.57
2024-W39;2024-09-30;Piwo Tyskie 0.5L;Alkohol;4.08;3.67;3.9;4.68;4.34
2024-W39;2024-09-30;Piwo Lech 0.5L;Alkohol;3.81;3.53;3.75;4.37;3.82
2024-W39;2024-09-30;Wódka Wyborowa 0.5L;Alkohol;33.23;32.88;31.44;39.69;33.68
2024-W39;2024-09-30;Kawa Jacobs 250g;Suche;19.33;18.04;18.1;21.12;18.89
2024-W39;2024-09-30;Cukier biały 1kg;Suche;4.59;4.29;4.14;5.34;4.68
2024-W39;2024-09-30;Mąka pszenna 1kg;Suche;3.38;3.17;3.01;3.49;3.54
2024-W39;2024-09-30;Ryż biały 1kg;Suche;7.11;6.46;6.8;7.65;7.11
2024-W39;2024-09-30;Makaron Lubella 500g;Suche;4.62;4.15;4.51;4.98;4.77
2024-W39;2024-09-30;Olej rzepakowy 1L;Suche;9.08;8.54;9.0;11.16;8.72
2024-W39;2024-09-30;Płatki Nestle 250g;Suche;10.22;9.49;9.1;11.12;10.55
2024-W39;2024-09-30;Czekolada Wedel 100g;Słodycze;5.56;5.37;5.15;6.09;5.68
2024-W39;2024-09-30;Lody Magnum 4-pack;Lody;15.01;14.63;13.95;16.28;15.93
2024-W39;2024-09-30;Pampers 4 26szt;Dziecko;51.05;47.19;48.11;55.29;51.35
2024-W39;2024-09-30;Papier toaletowy 8r;Chemia;15.3;15.13;14.27;16.02;16.12
2024-W39;2024-09-30;Proszek Persil 5kg;Chemia;50.3;49.17;48.24;54.16;49.49
2024-W39;2024-09-30;Karma Whiskas 400g;Zwierzęta;5.56;5.28;5.07;6.06;5.67
2024-W39;2024-09-30;Karma Pedigree 1.2kg;Zwierzęta;12.28;12.28;11.42;13.74;12.15
2024-W40;2024-10-07;Mleko UHT 3.2% 1L;Nabiał;4.46;4.64;4.08;4.99;4.61
2024-W40;2024-10-07;Chleb wiejski 500g;Pieczywo;7.04;6.83;6.63;7.91;7.32
2024-W40;2024-10-07;Jajka L 10szt;Nabiał;9.55;9.25;9.4;10.68;9.33
2024-W40;2024-10-07;Masło ekstra 200g;Nabiał;8.98;8.98;8.56;9.75;9.24
2024-W40;2024-10-07;Banany 1kg;Owoce;5.65;5.6;5.55;6.4;5.92
2024-W40;2024-10-07;Pomidory 1kg;Warzywa;10.39;10.03;9.46;11.52;10.69
2024-W40;2024-10-07;Jabłka Ligol 1kg;Owoce;4.42;4.19;4.06;4.83;4.28
2024-W40;2024-10-07;Kurczak filet 1kg;Mięso;25.66;25.02;25.26;29.35;26.97
2024-W40;2024-10-07;Mielone wieprz. 500g;Mięso;14.92;15.3;13.04;16.75;15.9
2024-W40;2024-10-07;Karkówka 1kg;Mięso;26.59;25.55;25.3;28.49;28.96
2024-W40;2024-10-07;Coca-Cola 2L;Napoje;8.67;8.54;8.27;9.71;8.81
2024-W40;2024-10-07;Pepsi 2L;Napoje;8.18;7.8;7.78;9.32;7.98
2024-W40;2024-10-07;Woda Żywiec 1.5L;Napoje;2.48;2.39;2.37;2.82;2.67
2024-W40;2024-10-07;Piwo Tyskie 0.5L;Alkohol;4.07;3.85;3.87;4.52;4.23
2024-W40;2024-10-07;Piwo Lech 0.5L;Alkohol;3.93;3.89;3.94;4.48;4.21
2024-W40;2024-10-07;Wódka Wyborowa 0.5L;Alkohol;34.12;32.65;34.07;37.27;35.74
2024-W40;2024-10-07;Kawa Jacobs 250g;Suche;19.05;18.0;18.34;20.53;19.73
2024-W40;2024-10-07;Cukier biały 1kg;Suche;4.48;4.6;4.39;4.91;4.69
2024-W40;2024-10-07;Mąka pszenna 1kg;Suche;3.33;3.14;3.11;3.62;3.38
2024-W40;2024-10-07;Ryż biały 1kg;Suche;6.94;7.0;6.18;7.77;7.37
2024-W40;2024-10-07;Makaron Lubella 500g;Suche;4.5;4.34;4.37;4.96;4.73
2024-W40;2024-10-07;Olej rzepakowy 1L;Suche;9.25;9.03;8.9;10.24;9.02
2024-W40;2024-10-07;Płatki Nestle 250g;Suche;9.89;9.47;9.24;11.18;10.23
2024-W40;2024-10-07;Czekolada Wedel 100g;Słodycze;5.57;5.52;5.59;5.99;5.59
2024-W40;2024-10-07;Lody Magnum 4-pack;Lody;15.29;14.91;14.08;16.05;15.96
2024-W40;2024-10-07;Pampers 4 26szt;Dziecko;50.53;47.62;51.01;53.82;52.58
2024-W40;2024-10-07;Papier toaletowy 8r;Chemia;14.81;13.73;14.4;17.1;15.03
2024-W40;2024-10-07;Proszek Persil 5kg;Chemia;51.53;48.22;48.86;55.96;52.07
2024-W40;2024-10-07;Karma Whiskas 400g;Zwierzęta;5.53;5.19;5.53;5.87;5.69
2024-W40;2024-10-07;Karma Pedigree 1.2kg;Zwierzęta;12.19;12.16;11.57;12.98;11.97
2024-W41;2024-10-14;Mleko UHT 3.2% 1L;Nabiał;4.52;4.14;4.21;4.81;4.74
2024-W41;2024-10-14;Chleb wiejski 500g;Pieczywo;7.16;6.4;7.09;7.47;7.39
2024-W41;2024-10-14;Jajka L 10szt;Nabiał;9.61;9.41;9.29;9.93;9.89
2024-W41;2024-10-14;Masło ekstra 200g;Nabiał;9.18;8.87;8.71;9.74;9.05
2024-W41;2024-10-14;Banany 1kg;Owoce;5.57;5.15;5.28;6.02;5.77
2024-W41;2024-10-14;Pomidory 1kg;Warzywa;9.98;10.05;9.51;11.11;10.27
2024-W41;2024-10-14;Jabłka Ligol 1kg;Owoce;4.4;4.12;3.94;5.0;4.4
2024-W41;2024-10-14;Kurczak filet 1kg;Mięso;25.38;23.89;25.12;28.43;25.63
2024-W41;2024-10-14;Mielone wieprz. 500g;Mięso;15.16;14.81;15.04;16.34;15.55
2024-W41;2024-10-14;Karkówka 1kg;Mięso;27.47;26.85;26.38;29.41;28.61
2024-W41;2024-10-14;Coca-Cola 2L;Napoje;8.54;8.46;8.34;9.46;8.41
2024-W41;2024-10-14;Pepsi 2L;Napoje;8.2;8.07;7.39;8.83;8.02
2024-W41;2024-10-14;Woda Żywiec 1.5L;Napoje;2.47;2.29;2.38;2.74;2.46
2024-W41;2024-10-14;Piwo Tyskie 0.5L;Alkohol;3.93;4.04;3.74;4.33;3.92
2024-W41;2024-10-14;Piwo Lech 0.5L;Alkohol;3.85;3.9;3.61;4.06;3.92
2024-W41;2024-10-14;Wódka Wyborowa 0.5L;Alkohol;33.07;31.67;31.52;35.78;32.62
2024-W41;2024-10-14;Kawa Jacobs 250g;Suche;19.13;18.18;17.92;21.36;20.97
2024-W41;2024-10-14;Cukier biały 1kg;Suche;4.52;4.39;4.61;4.98;4.23
2024-W41;2024-10-14;Mąka pszenna 1kg;Suche;3.35;3.26;3.08;3.78;3.31
2024-W41;2024-10-14;Ryż biały 1kg;Suche;7.2;6.94;6.94;7.6;7.14
2024-W41;2024-10-14;Makaron Lubella 500g;Suche;4.54;4.7;4.45;5.17;4.81
2024-W41;2024-10-14;Olej rzepakowy 1L;Suche;8.92;8.17;7.96;10.12;8.52
2024-W41;2024-10-14;Płatki Nestle 250g;Suche;9.89;8.93;9.39;10.92;10.14
2024-W41;2024-10-14;Czekolada Wedel 100g;Słodycze;5.65;5.49;5.17;6.16;5.88
2024-W41;2024-10-14;Lody Magnum 4-pack;Lody;15.33;14.54;14.75;16.96;16.27
2024-W41;2024-10-14;Pampers 4 26szt;Dziecko;50.7;50.53;46.59;52.63;50.27
2024-W41;2024-10-14;Papier toaletowy 8r;Chemia;15.45;15.11;14.27;16.72;15.6
2024-W41;2024-10-14;Proszek Persil 5kg;Chemia;50.43;48.88;48.39;61.45;49.42
2024-W41;2024-10-14;Karma Whiskas 400g;Zwierzęta;5.42;5.2;5.42;5.6;5.85
2024-W41;2024-10-14;Karma Pedigree 1.2kg;Zwierzęta;12.28;11.37;11.56;13.04;13.13
2024-W42;2024-10-21;Mleko UHT 3.2% 1L;Nabiał;4.65;4.55;4.58;5.0;4.79
2024-W42;2024-10-21;Chleb wiejski 500g;Pieczywo;6.9;6.62;6.65;7.54;7.27
2024-W42;2024-10-21;Jajka L 10szt;Nabiał;9.6;9.08;9.32;10.29;10.09
2024-W42;2024-10-21;Masło ekstra 200g;Nabiał;9.1;8.68;8.69;9.93;9.8
2024-W42;2024-10-21;Banany 1kg;Owoce;5.55;5.06;5.54;6.25;5.57
2024-W42;2024-10-21;Pomidory 1kg;Warzywa;10.0;9.3;9.44;11.88;9.99
2024-W42;2024-10-21;Jabłka Ligol 1kg;Owoce;4.39;4.14;4.34;4.62;4.57
2024-W42;2024-10-21;Kurczak filet 1kg;Mięso;25.42;24.02;24.71;28.66;24.13
2024-W42;2024-10-21;Mielone wieprz. 500g;Mięso;15.12;15.85;14.64;17.06;15.7
2024-W42;2024-10-21;Karkówka 1kg;Mięso;27.77;27.12;27.2;31.64;26.78
2024-W42;2024-10-21;Coca-Cola 2L;Napoje;8.72;8.59;8.11;9.07;8.96
2024-W42;2024-10-21;Pepsi 2L;Napoje;8.18;7.19;7.85;9.02;8.44
2024-W42;2024-10-21;Woda Żywiec 1.5L;Napoje;2.47;2.29;2.29;2.66;2.52
2024-W42;2024-10-21;Piwo Tyskie 0.5L;Alkohol;4.03;3.8;3.67;4.3;4.29
2024-W42;2024-10-21;Piwo Lech 0.5L;Alkohol;3.87;3.75;3.56;4.41;4.01
2024-W42;2024-10-21;Wódka Wyborowa 0.5L;Alkohol;33.55;31.93;32.57;35.4;34.34
2024-W42;2024-10-21;Kawa Jacobs 250g;Suche;19.01;19.0;18.86;21.11;19.49
2024-W42;2024-10-21;Cukier biały 1kg;Suche;4.55;4.47;4.1;4.98;4.62
2024-W42;2024-10-21;Mąka pszenna 1kg;Suche;3.35;3.26;3.21;3.59;3.65
2024-W42;2024-10-21;Ryż biały 1kg;Suche;7.21;7.09;6.79;7.7;7.64
2024-W42;2024-10-21;Makaron Lubella 500g;Suche;4.51;4.36;4.35;5.05;4.44
2024-W42;2024-10-21;Olej rzepakowy 1L;Suche;9.17;9.09;8.59;10.37;9.1
2024-W42;2024-10-21;Płatki Nestle 250g;Suche;10.24;9.73;10.11;11.01;10.49
2024-W42;2024-10-21;Czekolada Wedel 100g;Słodycze;5.54;5.26;5.21;5.63;5.87
2024-W42;2024-10-21;Lody Magnum 4-pack;Lody;15.15;14.61;14.4;15.66;15.32
2024-W42;2024-10-21;Pampers 4 26szt;Dziecko;49.01;46.44;49.34;56.72;49.57
2024-W42;2024-10-21;Papier toaletowy 8r;Chemia;15.03;14.66;14.51;16.63;14.89
2024-W42;2024-10-21;Proszek Persil 5kg;Chemia;49.0;46.68;44.75;57.33;48.4
2024-W42;2024-10-21;Karma Whiskas 400g;Zwierzęta;5.59;5.45;5.73;5.87;5.75
2024-W42;2024-10-21;Karma Pedigree 1.2kg;Zwierzęta;12.1;11.99;11.53;13.5;12.54
2024-W43;2024-10-28;Mleko UHT 3.2% 1L;Nabiał;4.57;4.22;4.3;5.15;4.59
2024-W43;2024-10-28;Chleb wiejski 500g;Pieczywo;7.02;7.01;6.69;7.4;7.18
2024-W43;2024-10-28;Jajka L 10szt;Nabiał;9.68;9.21;9.2;10.1;10.16
2024-W43;2024-10-28;Masło ekstra 200g;Nabiał;9.15;8.94;8.65;10.38;9.51
2024-W43;2024-10-28;Banany 1kg;Owoce;5.61;4.9;5.38;6.21;5.84
2024-W43;2024-10-28;Pomidory 1kg;Warzywa;10.47;10.02;9.93;11.09;11.16
2024-W43;2024-10-28;Jabłka Ligol 1kg;Owoce;4.39;4.38;4.29;4.79;4.61
2024-W43;2024-10-28;Kurczak filet 1kg;Mięso;25.43;23.82;23.59;28.44;25.85
2024-W43;2024-10-28;Mielone wieprz. 500g;Mięso;15.94;15.82;14.95;16.53;15.91
2024-W43;2024-10-28;Karkówka 1kg;Mięso;26.11;24.69;25.35;28.51;26.79
2024-W43;2024-10-28;Coca-Cola 2L;Napoje;8.55;8.06;8.08;9.31;8.86
2024-W43;2024-10-28;Pepsi 2L;Napoje;8.12;7.97;7.32;8.26;8.02
2024-W43;2024-10-28;Woda Żywiec 1.5L;Napoje;2.52;2.38;2.39;2.81;2.6
2024-W43;2024-10-28;Piwo Tyskie 0.5L;Alkohol;4.09;3.94;3.96;4.52;4.2
2024-W43;2024-10-28;Piwo Lech 0.5L;Alkohol;3.85;3.72;3.72;4.14;3.99
2024-W43;2024-10-28;Wódka Wyborowa 0.5L;Alkohol;33.84;32.83;32.8;38.38;34.41
2024-W43;2024-10-28;Kawa Jacobs 250g;Suche;19.77;18.54;19.18;21.77;20.87
2024-W43;2024-10-28;Cukier biały 1kg;Suche;4.57;4.5;4.19;4.8;4.6
2024-W43;2024-10-28;Mąka pszenna 1kg;Suche;3.32;3.07;3.31;3.67;3.38
2024-W43;2024-10-28;Ryż biały 1kg;Suche;7.04;6.43;6.83;8.03;6.95
2024-W43;2024-10-28;Makaron Lubella 500g;Suche;4.58;4.36;4.6;5.03;4.55
2024-W43;2024-10-28;Olej rzepakowy 1L;Suche;9.03;8.97;8.8;9.98;9.2
2024-W43;2024-10-28;Płatki Nestle 250g;Suche;10.35;9.96;9.88;11.72;10.51
2024-W43;2024-10-28;Czekolada Wedel 100g;Słodycze;5.56;5.46;5.4;5.75;5.8
2024-W43;2024-10-28;Lody Magnum 4-pack;Lody;15.13;14.03;13.57;16.17;15.65
2024-W43;2024-10-28;Pampers 4 26szt;Dziecko;49.96;47.82;45.71;55.37;51.19
2024-W43;2024-10-28;Papier toaletowy 8r;Chemia;15.46;15.64;13.84;16.84;16.51
2024-W43;2024-10-28;Proszek Persil 5kg;Chemia;50.68;48.36;48.07;57.71;53.82
2024-W43;2024-10-28;Karma Whiskas 400g;Zwierzęta;5.51;5.19;5.13;5.94;5.77
2024-W43;2024-10-28;Karma Pedigree 1.2kg;Zwierzęta;11.9;11.48;11.44;13.76;11.48
2024-W44;2024-11-04;Mleko UHT 3.2% 1L;Nabiał;4.47;4.08;3.93;4.89;4.73
2024-W44;2024-11-04;Chleb wiejski 500g;Pieczywo;6.96;6.66;6.51;7.67;7.26
2024-W44;2024-11-04;Jajka L 10szt;Nabiał;9.58;9.0;9.16;10.45;10.07
2024-W44;2024-11-04;Masło ekstra 200g;Nabiał;8.92;8.19;8.65;9.68;8.98
2024-W44;2024-11-04;Banany 1kg;Owoce;5.54;5.29;5.14;6.25;5.64
2024-W44;2024-11-04;Pomidory 1kg;Warzywa;10.32;9.88;9.28;11.84;10.69
2024-W44;2024-11-04;Jabłka Ligol 1kg;Owoce;4.23;4.15;4.1;4.82;4.58
2024-W44;2024-11-04;Kurczak filet 1kg;Mięso;24.75;23.82;23.79;27.94;24.52
2024-W44;2024-11-04;Mielone wieprz. 500g;Mięso;15.34;14.12;14.74;17.35;15.45
2024-W44;2024-11-04;Karkówka 1kg;Mięso;27.79;26.81;27.28;29.02;28.53
2024-W44;2024-11-04;Coca-Cola 2L;Napoje;8.59;8.34;7.63;10.5;8.99
2024-W44;2024-11-04;Pepsi 2L;Napoje;8.25;8.26;7.64;9.2;8.74
2024-W44;2024-11-04;Woda Żywiec 1.5L;Napoje;2.5;2.29;2.35;2.95;2.52
2024-W44;2024-11-04;Piwo Tyskie 0.5L;Alkohol;4.0;3.79;3.64;4.29;4.05
2024-W44;2024-11-04;Piwo Lech 0.5L;Alkohol;3.76;3.51;3.49;4.15;3.71
2024-W44;2024-11-04;Wódka Wyborowa 0.5L;Alkohol;33.04;32.02;32.27;35.28;32.51
2024-W44;2024-11-04;Kawa Jacobs 250g;Suche;19.27;18.16;18.0;21.33;19.49
2024-W44;2024-11-04;Cukier biały 1kg;Suche;4.58;4.35;4.16;4.84;4.67
2024-W44;2024-11-04;Mąka pszenna 1kg;Suche;3.2;2.9;2.93;3.68;3.27
2024-W44;2024-11-04;Ryż biały 1kg;Suche;6.87;6.44;6.41;7.11;6.96
2024-W44;2024-11-04;Makaron Lubella 500g;Suche;4.54;4.24;4.32;4.89;4.59
2024-W44;2024-11-04;Olej rzepakowy 1L;Suche;9.2;8.91;8.95;10.63;9.36
2024-W44;2024-11-04;Płatki Nestle 250g;Suche;10.12;9.6;10.16;11.61;10.09
2024-W44;2024-11-04;Czekolada Wedel 100g;Słodycze;5.63;5.58;5.48;6.32;5.97
2024-W44;2024-11-04;Lody Magnum 4-pack;Lody;15.49;14.74;15.55;16.23;15.68
2024-W44;2024-11-04;Pampers 4 26szt;Dziecko;52.12;49.24;50.77;56.65;54.02
2024-W44;2024-11-04;Papier toaletowy 8r;Chemia;15.02;14.82;13.21;15.67;15.9
2024-W44;2024-11-04;Proszek Persil 5kg;Chemia;51.21;48.27;49.23;57.9;53.21
2024-W44;2024-11-04;Karma Whiskas 400g;Zwierzęta;5.63;5.34;5.29;5.94;5.5
2024-W44;2024-11-04;Karma Pedigree 1.2kg;Zwierzęta;12.15;11.97;11.08;12.96;11.85
2024-W45;2024-11-11;Mleko UHT 3.2% 1L;Nabiał;4.59;4.23;4.29;4.95;4.65
2024-W45;2024-11-11;Chleb wiejski 500g;Pieczywo;6.99;6.68;6.62;8.13;6.81
2024-W45;2024-11-11;Jajka L 10szt;Nabiał;9.65;9.7;9.19;10.87;10.15
2024-W45;2024-11-11;Masło ekstra 200g;Nabiał;9.05;8.58;8.61;9.8;9.1
2024-W45;2024-11-11;Banany 1kg;Owoce;5.56;5.41;5.1;6.07;5.77
2024-W45;2024-11-11;Pomidory 1kg;Warzywa;10.32;10.68;9.68;11.56;10.22
2024-W45;2024-11-11;Jabłka Ligol 1kg;Owoce;4.28;4.08;4.04;4.53;4.45
2024-W45;2024-11-11;Kurczak filet 1kg;Mięso;25.22;24.45;24.62;28.01;25.41
2024-W45;2024-11-11;Mielone wieprz. 500g;Mięso;15.36;14.11;14.17;17.11;16.07
2024-W45;2024-11-11;Karkówka 1kg;Mięso;27.82;26.19;27.87;31.99;29.24
2024-W45;2024-11-11;Coca-Cola 2L;Napoje;8.55;8.03;7.5;9.1;9.04
2024-W45;2024-11-11;Pepsi 2L;Napoje;8.08;7.53;8.07;9.46;7.76
2024-W45;2024-11-11;Woda Żywiec 1.5L;Napoje;2.51;2.55;2.46;2.78;2.58
2024-W45;2024-11-11;Piwo Tyskie 0.5L;Alkohol;4.03;3.83;3.94;4.44;4.2
2024-W45;2024-11-11;Piwo Lech 0.5L;Alkohol;3.8;3.72;3.53;4.11;3.78
2024-W45;2024-11-11;Wódka Wyborowa 0.5L;Alkohol;33.19;29.43;32.31;38.37;33.89
2024-W45;2024-11-11;Kawa Jacobs 250g;Suche;19.28;17.92;17.9;21.04;18.54
2024-W45;2024-11-11;Cukier biały 1kg;Suche;4.6;4.5;4.46;5.08;4.68
2024-W45;2024-11-11;Mąka pszenna 1kg;Suche;3.43;3.13;3.22;4.08;3.63
2024-W45;2024-11-11;Ryż biały 1kg;Suche;7.12;6.74;6.62;7.57;7.27
2024-W45;2024-11-11;Makaron Lubella 500g;Suche;4.62;4.47;4.35;5.23;4.43
2024-W45;2024-11-11;Olej rzepakowy 1L;Suche;9.22;8.84;8.82;10.33;9.74
2024-W45;2024-11-11;Płatki Nestle 250g;Suche;10.21;9.94;9.7;11.43;10.15
2024-W45;2024-11-11;Czekolada Wedel 100g;Słodycze;5.54;5.45;5.15;6.28;5.61
2024-W45;2024-11-11;Lody Magnum 4-pack;Lody;15.17;13.55;14.96;17.36;15.13
2024-W45;2024-11-11;Pampers 4 26szt;Dziecko;49.8;49.44;47.53;53.37;50.95
2024-W45;2024-11-11;Papier toaletowy 8r;Chemia;15.39;14.67;14.47;16.49;16.7
2024-W45;2024-11-11;Proszek Persil 5kg;Chemia;51.33;49.51;48.3;54.38;53.63
2024-W45;2024-11-11;Karma Whiskas 400g;Zwierzęta;5.49;5.49;5.09;6.22;5.51
2024-W45;2024-11-11;Karma Pedigree 1.2kg;Zwierzęta;12.34;11.79;11.94;13.76;12.1
2024-W46;2024-11-18;Mleko UHT 3.2% 1L;Nabiał;4.58;4.28;4.31;5.38;4.75
2024-W46;2024-11-18;Chleb wiejski 500g;Pieczywo;7.15;6.85;6.54;8.83;7.34
2024-W46;2024-11-18;Jajka L 10szt;Nabiał;9.68;9.48;9.55;11.42;9.69
2024-W46;2024-11-18;Masło ekstra 200g;Nabiał;9.39;8.92;8.45;10.14;10.0
2024-W46;2024-11-18;Banany 1kg;Owoce;5.58;5.26;5.33;6.44;5.37
2024-W46;2024-11-18;Pomidory 1kg;Warzywa;10.16;10.33;9.58;11.17;10.55
2024-W46;2024-11-18;Jabłka Ligol 1kg;Owoce;4.23;4.08;4.09;4.71;4.35
2024-W46;2024-11-18;Kurczak filet 1kg;Mięso;25.62;24.22;25.2;27.11;26.91
2024-W46;2024-11-18;Mielone wieprz. 500g;Mięso;15.02;13.96;14.56;16.65;15.91
2024-W46;2024-11-18;Karkówka 1kg;Mięso;27.27;27.14;24.63;30.52;28.66
2024-W46;2024-11-18;Coca-Cola 2L;Napoje;8.53;8.02;8.06;9.22;8.91
2024-W46;2024-11-18;Pepsi 2L;Napoje;7.95;7.66;7.69;8.14;8.05
2024-W46;2024-11-18;Woda Żywiec 1.5L;Napoje;2.5;2.4;2.31;2.71;2.63
2024-W46;2024-11-18;Piwo Tyskie 0.5L;Alkohol;4.0;3.74;3.73;4.71;3.94
2024-W46;2024-11-18;Piwo Lech 0.5L;Alkohol;3.92;3.83;3.7;4.23;4.0
2024-W46;2024-11-18;Wódka Wyborowa 0.5L;Alkohol;32.96;31.7;31.03;34.48;33.32
2024-W46;2024-11-18;Kawa Jacobs 250g;Suche;18.99;17.6;17.35;22.1;19.65
2024-W46;2024-11-18;Cukier biały 1kg;Suche;4.49;4.28;4.32;5.05;4.55
2024-W46;2024-11-18;Mąka pszenna 1kg;Suche;3.46;3.3;3.28;3.56;3.74
2024-W46;2024-11-18;Ryż biały 1kg;Suche;7.09;6.33;7.14;7.94;6.92
2024-W46;2024-11-18;Makaron Lubella 500g;Suche;4.59;4.47;4.22;4.92;4.81
2024-W46;2024-11-18;Olej rzepakowy 1L;Suche;9.05;8.69;8.82;10.43;9.35
2024-W46;2024-11-18;Płatki Nestle 250g;Suche;10.46;10.17;9.58;11.64;10.92
2024-W46;2024-11-18;Czekolada Wedel 100g;Słodycze;5.55;5.38;5.22;5.94;5.7
2024-W46;2024-11-18;Lody Magnum 4-pack;Lody;14.83;14.13;14.03;15.88;14.65
2024-W46;2024-11-18;Pampers 4 26szt;Dziecko;51.35;51.42;47.35;56.74;50.52
2024-W46;2024-11-18;Papier toaletowy 8r;Chemia;14.98;14.86;14.25;16.12;15.74
2024-W46;2024-11-18;Proszek Persil 5kg;Chemia;51.51;50.09;50.8;54.91;52.78
