Data;ID sklepu;Miasto;Kategoria;SKU;Wartość waste (PLN);Powód
2024-07-27;PLN-065;Poznań;Pieczywo;Tort biszkoptowy;15.95;Przeterminowanie (nie udało się sprzedać)
2024-07-27;PLN-113;Kalisz;Ryby i mrożonki;Łosoś świeży;181.04;Przeterminowanie (nie udało się sprzedać)
2024-07-27;PLN-062;Poznań;Ryby i mrożonki;Pstrąg;5.15;Przeterminowanie (nie udało się sprzedać)
2024-07-27;PLN-045;Wrocław;Mięso i wędliny;Schab;340.32;Przeterminowanie (nie udało się sprzedać)
2024-07-28;PLN-081;Łódź;Mięso i wędliny;Boczek;5.15;Przeterminowanie (nie udało się sprzedać)
2024-07-28;PLN-070;Poznań;Pieczywo;Bagietka;5.15;Przeterminowanie (nie udało się sprzedać)
2024-07-28;PLN-045;Wrocław;Mięso i wędliny;Mielone wieprzowo-wołowe;205.75;Błąd zatowarowania (nadmiar)
2024-07-28;PLN-024;Warszawa;Ryby i mrożonki;Pstrąg;27.05;Łańcuch chłodniczy — błąd
2024-07-28;PLN-033;Kraków;Pieczywo;Tort biszkoptowy;11.96;Przeterminowanie (nie udało się sprzedać)
2024-07-28;PLN-132;Legnica;Pieczywo;Chleb wiejski;191.16;Uszkodzenie mechaniczne
2024-07-28;PLN-082;Łódź;Nabiał i jaja;Twaróg;89.67;Przeterminowanie (nie udało się sprzedać)
2024-07-29;PLN-088;Gdańsk;Warzywa i owoce;Mango;112.34;Przeterminowanie (nie udało się sprzedać)
2024-07-29;PLN-010;Warszawa;Warzywa i owoce;Truskawki;9.83;Przeterminowanie (nie udało się sprzedać)
2024-07-29;PLN-095;Bydgoszcz;Warzywa i owoce;Borówki;263.13;Przeterminowanie (nie udało się sprzedać)
2024-07-29;PLN-067;Poznań;Warzywa i owoce;Maliny;180.26;Błąd zatowarowania (nadmiar)
2024-07-29;PLN-137;Jelenia Góra;Warzywa i owoce;Banany dojrzałe;83.62;Przeterminowanie (nie udało się sprzedać)
2024-07-30;PLN-050;Wrocław;Ryby i mrożonki;Łosoś świeży;380.25;Przeterminowanie (nie udało się sprzedać)
2024-07-30;PLN-120;Konin;Warzywa i owoce;Awokado;63.77;Reklamacja jakościowa od klienta
2024-07-30;PLN-093;Lublin;Warzywa i owoce;Maliny;67.05;Przeterminowanie (nie udało się sprzedać)
2024-07-31;PLN-021;Warszawa;Ryby i mrożonki;Krewetki świeże;57.57;Uszkodzenie mechaniczne
2024-07-31;PLN-138;Radom;Mięso i wędliny;Kurczak filet;149.33;Przeterminowanie (nie udało się sprzedać)
2024-07-31;PLN-051;Wrocław;Mięso i wędliny;Schab;13.99;Łańcuch chłodniczy — błąd
2024-07-31;PLN-125;Tarnów;Pieczywo;Tort biszkoptowy;71.06;Uszkodzenie mechaniczne
2024-07-31;PLN-077;Łódź;Mięso i wędliny;Mielone wieprzowo-wołowe;136.91;Łańcuch chłodniczy — błąd
2024-08-01;PLN-047;Wrocław;Ryby i mrożonki;Pstrąg;69.83;Przeterminowanie (nie udało się sprzedać)
2024-08-01;PLN-010;Warszawa;Pieczywo;Chleb wiejski;126.76;Przeterminowanie (nie udało się sprzedać)
2024-08-01;PLN-052;Wrocław;Mięso i wędliny;Karkówka;27.23;Przeterminowanie (nie udało się sprzedać)
2024-08-02;PLN-060;Poznań;Pieczywo;Bułki kajzerki;215.93;Przeterminowanie (nie udało się sprzedać)
2024-08-02;PLN-005;Warszawa;Warzywa i owoce;Pomidory koktajl;78.92;Uszkodzenie mechaniczne
2024-08-02;PLN-053;Wrocław;Ryby i mrożonki;Pstrąg;54.67;Przeterminowanie (nie udało się sprzedać)
2024-08-02;PLN-098;Szczecin;Ryby i mrożonki;Krewetki świeże;17.1;Przeterminowanie (nie udało się sprzedać)
2024-08-02;PLN-025;Kraków;Pieczywo;Bułki kajzerki;185.33;Łańcuch chłodniczy — błąd
2024-08-02;PLN-108;Częstochowa;Warzywa i owoce;Sałata lodowa;5.18;Przeterminowanie (nie udało się sprzedać)
2024-08-03;PLN-093;Lublin;Nabiał i jaja;Śmietana;60.78;Łańcuch chłodniczy — błąd
2024-08-03;PLN-120;Konin;Pieczywo;Chleb wiejski;286.79;Przeterminowanie (nie udało się sprzedać)
2024-08-03;PLN-110;Opole;Pieczywo;Bułki kajzerki;176.3;Przeterminowanie (nie udało się sprzedać)
2024-08-04;PLN-014;Warszawa;Pieczywo;Tort biszkoptowy;274.01;Przeterminowanie (nie udało się sprzedać)
2024-08-04;PLN-126;Tarnów;Mięso i wędliny;Mielone wieprzowo-wołowe;222.5;Uszkodzenie mechaniczne
2024-08-05;PLN-127;Tarnów;Warzywa i owoce;Pomidory koktajl;39.26;Przeterminowanie (nie udało się sprzedać)
2024-08-05;PLN-104;Toruń;Pieczywo;Bułki kajzerki;99.3;Błąd zatowarowania (nadmiar)
2024-08-06;PLN-065;Poznań;Warzywa i owoce;Sałata lodowa;456.26;Błąd zatowarowania (nadmiar)
2024-08-06;PLN-038;Kraków;Pieczywo;Bułki kajzerki;15.25;Przeterminowanie (nie udało się sprzedać)
2024-08-06;PLN-083;Łódź;Warzywa i owoce;Borówki;157.86;Łańcuch chłodniczy — błąd
2024-08-06;PLN-084;Gdańsk;Pieczywo;Tort biszkoptowy;110.51;Przeterminowanie (nie udało się sprzedać)
2024-08-06;PLN-063;Poznań;Nabiał i jaja;Jogurt naturalny;107.3;Przeterminowanie (nie udało się sprzedać)
2024-08-06;PLN-102;Katowice;Nabiał i jaja;Śmietana;19.7;Przeterminowanie (nie udało się sprzedać)
2024-08-06;PLN-111;Kalisz;Nabiał i jaja;Śmietana;57.93;Przeterminowanie (nie udało się sprzedać)
2024-08-06;PLN-107;Częstochowa;Nabiał i jaja;Śmietana;32.62;Błąd zatowarowania (nadmiar)
2024-08-07;PLN-070;Poznań;Warzywa i owoce;Borówki;35.31;Uszkodzenie mechaniczne
2024-08-07;PLN-110;Opole;Nabiał i jaja;Śmietana;54.57;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-021;Warszawa;Ryby i mrożonki;Łosoś świeży;128.27;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-091;Lublin;Warzywa i owoce;Awokado;15.85;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-057;Poznań;Warzywa i owoce;Truskawki;94.84;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-112;Kalisz;Mięso i wędliny;Kurczak filet;59.65;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-084;Gdańsk;Mięso i wędliny;Boczek;30.36;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-130;Nowy Sącz;Pieczywo;Bagietka;75.7;Uszkodzenie mechaniczne
2024-08-07;PLN-109;Opole;Pieczywo;Chleb wiejski;72.51;Przeterminowanie (nie udało się sprzedać)
2024-08-07;PLN-037;Kraków;Ryby i mrożonki;Krewetki świeże;77.02;Reklamacja jakościowa od klienta
2024-08-07;PLN-035;Kraków;Ryby i mrożonki;Łosoś świeży;57.07;Przeterminowanie (nie udało się sprzedać)
2024-08-08;PLN-018;Warszawa;Nabiał i jaja;Ser pleśniowy;34.64;Przeterminowanie (nie udało się sprzedać)
2024-08-08;PLN-054;Wrocław;Nabiał i jaja;Jogurt naturalny;172.83;Przeterminowanie (nie udało się sprzedać)
2024-08-09;PLN-041;Wrocław;Ryby i mrożonki;Łosoś świeży;153.23;Przeterminowanie (nie udało się sprzedać)
2024-08-09;PLN-031;Kraków;Mięso i wędliny;Kurczak filet;13.87;Przeterminowanie (nie udało się sprzedać)
2024-08-09;PLN-010;Warszawa;Mięso i wędliny;Kurczak filet;28.72;Łańcuch chłodniczy — błąd
2024-08-09;PLN-066;Poznań;Nabiał i jaja;Jogurt naturalny;132.11;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-077;Łódź;Ryby i mrożonki;Pstrąg;36.55;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-129;Nowy Sącz;Pieczywo;Bułki kajzerki;86.74;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-044;Wrocław;Pieczywo;Bagietka;12.33;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-105;Toruń;Mięso i wędliny;Kurczak filet;9.24;Łańcuch chłodniczy — błąd
2024-08-10;PLN-002;Warszawa;Mięso i wędliny;Schab;270.99;Błąd zatowarowania (nadmiar)
2024-08-10;PLN-048;Wrocław;Mięso i wędliny;Wieprzowina łopatka;129.47;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-090;Lublin;Warzywa i owoce;Banany dojrzałe;132.5;Reklamacja jakościowa od klienta
2024-08-10;PLN-031;Kraków;Nabiał i jaja;Śmietana;323.85;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-091;Lublin;Warzywa i owoce;Mango;45.8;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-096;Bydgoszcz;Pieczywo;Tort biszkoptowy;356.2;Przeterminowanie (nie udało się sprzedać)
2024-08-10;PLN-122;Leszno;Nabiał i jaja;Jogurt naturalny;90.3;Przeterminowanie (nie udało się sprzedać)
2024-08-11;PLN-027;Kraków;Pieczywo;Tort biszkoptowy;13.48;Przeterminowanie (nie udało się sprzedać)
2024-08-11;PLN-138;Radom;Mięso i wędliny;Karkówka;260.91;Przeterminowanie (nie udało się sprzedać)
2024-08-11;PLN-111;Kalisz;Mięso i wędliny;Wędliny krojone;5.18;Przeterminowanie (nie udało się sprzedać)
2024-08-11;PLN-014;Warszawa;Ryby i mrożonki;Krewetki świeże;10.18;Błąd zatowarowania (nadmiar)
2024-08-12;PLN-055;Poznań;Mięso i wędliny;Wieprzowina łopatka;206.46;Przeterminowanie (nie udało się sprzedać)
2024-08-12;PLN-035;Kraków;Warzywa i owoce;Maliny;117.88;Błąd zatowarowania (nadmiar)
2024-08-12;PLN-101;Katowice;Pieczywo;Tort biszkoptowy;32.3;Reklamacja jakościowa od klienta
2024-08-12;PLN-078;Łódź;Pieczywo;Tort biszkoptowy;91.65;Uszkodzenie mechaniczne
2024-08-12;PLN-063;Poznań;Mięso i wędliny;Kurczak filet;145.92;Uszkodzenie mechaniczne
2024-08-12;PLN-062;Poznań;Mięso i wędliny;Karkówka;111.45;Błąd zatowarowania (nadmiar)
2024-08-12;PLN-052;Wrocław;Ryby i mrożonki;Łosoś świeży;238.62;Przeterminowanie (nie udało się sprzedać)
2024-08-13;PLN-066;Poznań;Nabiał i jaja;Twaróg;22.26;Uszkodzenie mechaniczne
2024-08-13;PLN-071;Poznań;Ryby i mrożonki;Łosoś świeży;208.36;Błąd zatowarowania (nadmiar)
2024-08-13;PLN-105;Toruń;Pieczywo;Chleb wiejski;292.9;Przeterminowanie (nie udało się sprzedać)
2024-08-13;PLN-017;Warszawa;Nabiał i jaja;Mleko świeże;453.06;Błąd zatowarowania (nadmiar)
2024-08-13;PLN-082;Łódź;Mięso i wędliny;Schab;38.74;Przeterminowanie (nie udało się sprzedać)
2024-08-14;PLN-035;Kraków;Mięso i wędliny;Kurczak filet;16.65;Błąd zatowarowania (nadmiar)
2024-08-14;PLN-088;Gdańsk;Nabiał i jaja;Twaróg;248.83;Przeterminowanie (nie udało się sprzedać)
2024-08-14;PLN-121;Konin;Warzywa i owoce;Borówki;125.77;Uszkodzenie mechaniczne
2024-08-14;PLN-023;Warszawa;Ryby i mrożonki;Krewetki świeże;25.38;Uszkodzenie mechaniczne
2024-08-16;PLN-047;Wrocław;Pieczywo;Tort biszkoptowy;18.43;Błąd zatowarowania (nadmiar)
2024-08-16;PLN-064;Poznań;Mięso i wędliny;Wędliny krojone;90.04;Przeterminowanie (nie udało się sprzedać)
2024-08-16;PLN-021;Warszawa;Ryby i mrożonki;Pstrąg;397.11;Przeterminowanie (nie udało się sprzedać)
2024-08-16;PLN-123;Leszno;Ryby i mrożonki;Krewetki świeże;113.43;Przeterminowanie (nie udało się sprzedać)
2024-08-16;PLN-113;Kalisz;Pieczywo;Tort biszkoptowy;150.24;Przeterminowanie (nie udało się sprzedać)
2024-08-16;PLN-034;Kraków;Ryby i mrożonki;Krewetki świeże;21.01;Uszkodzenie mechaniczne
2024-08-17;PLN-030;Kraków;Mięso i wędliny;Mielone wieprzowo-wołowe;95.24;Przeterminowanie (nie udało się sprzedać)
2024-08-17;PLN-007;Warszawa;Mięso i wędliny;Boczek;44.72;Błąd zatowarowania (nadmiar)
2024-08-17;PLN-039;Kraków;Nabiał i jaja;Twaróg;19.97;Przeterminowanie (nie udało się sprzedać)
2024-08-17;PLN-057;Poznań;Warzywa i owoce;Borówki;137.61;Przeterminowanie (nie udało się sprzedać)
2024-08-17;PLN-088;Gdańsk;Mięso i wędliny;Karkówka;72.67;Przeterminowanie (nie udało się sprzedać)
2024-08-17;PLN-059;Poznań;Nabiał i jaja;Mleko świeże;353.31;Reklamacja jakościowa od klienta
2024-08-18;PLN-066;Poznań;Nabiał i jaja;Śmietana;173.5;Przeterminowanie (nie udało się sprzedać)
2024-08-18;PLN-085;Gdańsk;Nabiał i jaja;Twaróg;119.41;Przeterminowanie (nie udało się sprzedać)
2024-08-18;PLN-014;Warszawa;Pieczywo;Tort biszkoptowy;205.96;Uszkodzenie mechaniczne
2024-08-18;PLN-135;Wałbrzych;Warzywa i owoce;Borówki;240.46;Przeterminowanie (nie udało się sprzedać)
2024-08-18;PLN-031;Kraków;Ryby i mrożonki;Krewetki świeże;287.71;Łańcuch chłodniczy — błąd
2024-08-18;PLN-042;Wrocław;Pieczywo;Tort biszkoptowy;11.8;Uszkodzenie mechaniczne
2024-08-18;PLN-131;Legnica;Pieczywo;Bagietka;267.23;Przeterminowanie (nie udało się sprzedać)
2024-08-19;PLN-135;Wałbrzych;Nabiał i jaja;Mleko świeże;142.19;Uszkodzenie mechaniczne
2024-08-19;PLN-047;Wrocław;Warzywa i owoce;Maliny;126.14;Przeterminowanie (nie udało się sprzedać)
2024-08-19;PLN-106;Częstochowa;Ryby i mrożonki;Pstrąg;113.92;Błąd zatowarowania (nadmiar)
2024-08-19;PLN-047;Wrocław;Mięso i wędliny;Kurczak filet;156.34;Przeterminowanie (nie udało się sprzedać)
2024-08-20;PLN-110;Opole;Ryby i mrożonki;Łosoś świeży;338.41;Przeterminowanie (nie udało się sprzedać)
2024-08-20;PLN-036;Kraków;Nabiał i jaja;Mleko świeże;116.78;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-094;Bydgoszcz;Nabiał i jaja;Śmietana;72.92;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-134;Wałbrzych;Pieczywo;Bagietka;11.89;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-091;Lublin;Mięso i wędliny;Kurczak filet;313.02;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-127;Tarnów;Ryby i mrożonki;Łosoś świeży;74.35;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-056;Poznań;Mięso i wędliny;Wędliny krojone;170.99;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-103;Toruń;Nabiał i jaja;Śmietana;177.04;Przeterminowanie (nie udało się sprzedać)
2024-08-21;PLN-135;Wałbrzych;Pieczywo;Tort biszkoptowy;158.44;Błąd zatowarowania (nadmiar)
2024-08-21;PLN-020;Warszawa;Ryby i mrożonki;Łosoś świeży;105.36;Przeterminowanie (nie udało się sprzedać)
2024-08-22;PLN-015;Warszawa;Ryby i mrożonki;Pstrąg;188.35;Błąd zatowarowania (nadmiar)
2024-08-22;PLN-127;Tarnów;Ryby i mrożonki;Łosoś świeży;173.57;Przeterminowanie (nie udało się sprzedać)
2024-08-22;PLN-060;Poznań;Ryby i mrożonki;Krewetki świeże;526.48;Przeterminowanie (nie udało się sprzedać)
2024-08-23;PLN-103;Toruń;Warzywa i owoce;Awokado;57.44;Przeterminowanie (nie udało się sprzedać)
2024-08-23;PLN-132;Legnica;Mięso i wędliny;Karkówka;148.27;Przeterminowanie (nie udało się sprzedać)
2024-08-23;PLN-008;Warszawa;Mięso i wędliny;Kurczak filet;239.06;Uszkodzenie mechaniczne
2024-08-24;PLN-011;Warszawa;Pieczywo;Bułki kajzerki;94.51;Przeterminowanie (nie udało się sprzedać)
2024-08-24;PLN-100;Katowice;Pieczywo;Bułki kajzerki;11.1;Uszkodzenie mechaniczne
2024-08-24;PLN-019;Warszawa;Nabiał i jaja;Jogurt naturalny;8.53;Przeterminowanie (nie udało się sprzedać)
2024-08-24;PLN-108;Częstochowa;Warzywa i owoce;Awokado;183.16;Przeterminowanie (nie udało się sprzedać)
2024-08-24;PLN-062;Poznań;Nabiał i jaja;Twaróg;437.36;Przeterminowanie (nie udało się sprzedać)
2024-08-24;PLN-075;Łódź;Mięso i wędliny;Kurczak filet;67.5;Błąd zatowarowania (nadmiar)
2024-08-24;PLN-016;Warszawa;Ryby i mrożonki;Łosoś świeży;9.0;Przeterminowanie (nie udało się sprzedać)
2024-08-25;PLN-105;Toruń;Nabiał i jaja;Mleko świeże;5.18;Przeterminowanie (nie udało się sprzedać)
2024-08-25;PLN-091;Lublin;Ryby i mrożonki;Łosoś świeży;102.83;Uszkodzenie mechaniczne
2024-08-25;PLN-029;Kraków;Pieczywo;Chleb wiejski;156.65;Łańcuch chłodniczy — błąd
2024-08-25;PLN-047;Wrocław;Nabiał i jaja;Mleko świeże;252.65;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-033;Kraków;Mięso i wędliny;Kurczak filet;30.69;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-104;Toruń;Mięso i wędliny;Karkówka;65.09;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-119;Gniezno;Mięso i wędliny;Schab;49.77;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-103;Toruń;Nabiał i jaja;Śmietana;32.9;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-062;Poznań;Ryby i mrożonki;Łosoś świeży;149.79;Przeterminowanie (nie udało się sprzedać)
2024-08-26;PLN-031;Kraków;Ryby i mrożonki;Pstrąg;125.19;Błąd zatowarowania (nadmiar)
2024-08-26;PLN-010;Warszawa;Ryby i mrożonki;Łosoś świeży;243.35;Łańcuch chłodniczy — błąd
2024-08-26;PLN-133;Legnica;Pieczywo;Chleb wiejski;28.2;Łańcuch chłodniczy — błąd
2024-08-27;PLN-019;Warszawa;Ryby i mrożonki;Łosoś świeży;31.41;Przeterminowanie (nie udało się sprzedać)
2024-08-27;PLN-131;Legnica;Nabiał i jaja;Ser pleśniowy;32.71;Uszkodzenie mechaniczne
2024-08-27;PLN-107;Częstochowa;Nabiał i jaja;Jogurt naturalny;413.19;Przeterminowanie (nie udało się sprzedać)
2024-08-27;PLN-110;Opole;Pieczywo;Bagietka;8.95;Przeterminowanie (nie udało się sprzedać)
2024-08-27;PLN-115;Płock;Mięso i wędliny;Wędliny krojone;50.6;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-101;Katowice;Warzywa i owoce;Banany dojrzałe;149.92;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-044;Wrocław;Ryby i mrożonki;Pstrąg;71.15;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-020;Warszawa;Nabiał i jaja;Mleko świeże;61.61;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-035;Kraków;Pieczywo;Bułki kajzerki;43.78;Uszkodzenie mechaniczne
2024-08-28;PLN-140;Radom;Ryby i mrożonki;Krewetki świeże;296.0;Łańcuch chłodniczy — błąd
2024-08-28;PLN-062;Poznań;Warzywa i owoce;Mango;5.18;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-109;Opole;Pieczywo;Bagietka;212.1;Reklamacja jakościowa od klienta
2024-08-28;PLN-058;Poznań;Mięso i wędliny;Wieprzowina łopatka;144.69;Przeterminowanie (nie udało się sprzedać)
2024-08-28;PLN-101;Katowice;Nabiał i jaja;Mleko świeże;70.43;Uszkodzenie mechaniczne
2024-08-29;PLN-098;Szczecin;Mięso i wędliny;Boczek;245.49;Łańcuch chłodniczy — błąd
2024-08-29;PLN-083;Łódź;Warzywa i owoce;Mango;182.22;Błąd zatowarowania (nadmiar)
2024-08-29;PLN-114;Kalisz;Ryby i mrożonki;Pstrąg;42.0;Błąd zatowarowania (nadmiar)
2024-08-29;PLN-028;Kraków;Mięso i wędliny;Karkówka;10.56;Przeterminowanie (nie udało się sprzedać)
2024-08-29;PLN-023;Warszawa;Warzywa i owoce;Pomidory koktajl;76.55;Przeterminowanie (nie udało się sprzedać)
2024-08-29;PLN-043;Wrocław;Ryby i mrożonki;Pstrąg;26.84;Przeterminowanie (nie udało się sprzedać)
2024-08-29;PLN-062;Poznań;Mięso i wędliny;Wędliny krojone;8.85;Łańcuch chłodniczy — błąd
2024-08-29;PLN-047;Wrocław;Nabiał i jaja;Mleko świeże;59.63;Przeterminowanie (nie udało się sprzedać)
2024-08-29;PLN-106;Częstochowa;Ryby i mrożonki;Krewetki świeże;313.63;Przeterminowanie (nie udało się sprzedać)
2024-08-30;PLN-022;Warszawa;Warzywa i owoce;Pomidory koktajl;261.52;Przeterminowanie (nie udało się sprzedać)
2024-08-30;PLN-006;Warszawa;Pieczywo;Bagietka;5.18;Przeterminowanie (nie udało się sprzedać)
2024-08-30;PLN-121;Konin;Mięso i wędliny;Wędliny krojone;68.21;Przeterminowanie (nie udało się sprzedać)
2024-08-30;PLN-022;Warszawa;Nabiał i jaja;Ser pleśniowy;30.09;Uszkodzenie mechaniczne
2024-08-31;PLN-092;Lublin;Nabiał i jaja;Śmietana;332.59;Uszkodzenie mechaniczne
2024-08-31;PLN-027;Kraków;Nabiał i jaja;Ser pleśniowy;109.49;Przeterminowanie (nie udało się sprzedać)
2024-08-31;PLN-136;Jelenia Góra;Warzywa i owoce;Sałata lodowa;27.57;Przeterminowanie (nie udało się sprzedać)
2024-08-31;PLN-060;Poznań;Mięso i wędliny;Wędliny krojone;123.96;Przeterminowanie (nie udało się sprzedać)
2024-08-31;PLN-092;Lublin;Nabiał i jaja;Twaróg;54.09;Łańcuch chłodniczy — błąd
2024-08-31;PLN-029;Kraków;Warzywa i owoce;Banany dojrzałe;9.18;Przeterminowanie (nie udało się sprzedać)
2024-09-01;PLN-120;Konin;Mięso i wędliny;Schab;62.47;Przeterminowanie (nie udało się sprzedać)
2024-09-01;PLN-024;Warszawa;Warzywa i owoce;Pomidory koktajl;330.35;Przeterminowanie (nie udało się sprzedać)
2024-09-01;PLN-108;Częstochowa;Nabiał i jaja;Twaróg;56.43;Przeterminowanie (nie udało się sprzedać)
2024-09-02;PLN-078;Łódź;Pieczywo;Bułki kajzerki;68.6;Uszkodzenie mechaniczne
2024-09-02;PLN-129;Nowy Sącz;Pieczywo;Chleb wiejski;143.3;Reklamacja jakościowa od klienta
2024-09-02;PLN-065;Poznań;Warzywa i owoce;Borówki;150.7;Przeterminowanie (nie udało się sprzedać)
2024-09-02;PLN-084;Gdańsk;Nabiał i jaja;Jogurt naturalny;140.93;Przeterminowanie (nie udało się sprzedać)
2024-09-02;PLN-120;Konin;Nabiał i jaja;Twaróg;115.65;Błąd zatowarowania (nadmiar)
2024-09-02;PLN-045;Wrocław;Mięso i wędliny;Boczek;361.84;Uszkodzenie mechaniczne
2024-09-02;PLN-043;Wrocław;Mięso i wędliny;Karkówka;107.89;Przeterminowanie (nie udało się sprzedać)
2024-09-02;PLN-133;Legnica;Pieczywo;Bagietka;28.19;Błąd zatowarowania (nadmiar)
2024-09-02;PLN-123;Leszno;Ryby i mrożonki;Krewetki świeże;97.48;Łańcuch chłodniczy — błąd
2024-09-02;PLN-109;Opole;Ryby i mrożonki;Łosoś świeży;245.22;Przeterminowanie (nie udało się sprzedać)
2024-09-02;PLN-022;Warszawa;Mięso i wędliny;Kurczak filet;230.81;Przeterminowanie (nie udało się sprzedać)
2024-09-03;PLN-012;Warszawa;Mięso i wędliny;Wieprzowina łopatka;90.19;Reklamacja jakościowa od klienta
2024-09-03;PLN-093;Lublin;Mięso i wędliny;Wieprzowina łopatka;110.97;Przeterminowanie (nie udało się sprzedać)
2024-09-03;PLN-128;Nowy Sącz;Nabiał i jaja;Mleko świeże;5.74;Przeterminowanie (nie udało się sprzedać)
2024-09-03;PLN-076;Łódź;Mięso i wędliny;Karkówka;231.29;Przeterminowanie (nie udało się sprzedać)
2024-09-03;PLN-018;Warszawa;Warzywa i owoce;Sałata lodowa;143.78;Uszkodzenie mechaniczne
2024-09-03;PLN-126;Tarnów;Warzywa i owoce;Mango;133.18;Przeterminowanie (nie udało się sprzedać)
2024-09-03;PLN-026;Kraków;Warzywa i owoce;Awokado;272.96;Przeterminowanie (nie udało się sprzedać)
2024-09-04;PLN-019;Warszawa;Pieczywo;Chleb wiejski;101.61;Przeterminowanie (nie udało się sprzedać)
2024-09-04;PLN-138;Radom;Ryby i mrożonki;Krewetki świeże;52.2;Przeterminowanie (nie udało się sprzedać)
2024-09-04;PLN-003;Warszawa;Ryby i mrożonki;Pstrąg;36.39;Przeterminowanie (nie udało się sprzedać)
2024-09-04;PLN-048;Wrocław;Pieczywo;Bagietka;847.9;Przeterminowanie (nie udało się sprzedać)
